578.0000	1263.0000
579.4926	1264.0160
580.9348	1265.0814
582.2759	1266.2458
583.4673	1267.5577
584.5193	1269.0289
585.5180	1270.6252
586.5540	1272.3090
587.7125	1274.0447
588.9979	1275.8239
590.3522	1277.6584
591.7156	1279.5614
593.0284	1281.5453
594.2443	1283.6108
595.3680	1285.7129
596.4157	1287.7959
597.4038	1289.8042
598.3485	1291.6835
599.2607	1293.4364
600.1438	1295.1451
601.0005	1296.8978
601.8343	1298.7809
602.6674	1300.8212
603.5466	1302.9683
604.5201	1305.1669
605.6364	1307.3615
606.9348	1309.5001
608.3637	1311.5636
609.8186	1313.5520
611.1943	1315.4653
612.3857	1317.3041
613.3203	1319.0803
614.1071	1320.8735
614.9183	1322.7860
615.9258	1324.9203
617.2913	1327.3662
618.9746	1329.9706
620.7554	1332.3629
622.4069	1334.1649
623.7023	1334.9984
624.4501	1334.5430
624.8455	1333.1078
625.3200	1331.3883
626.2545	1330.0144
627.5583	1329.0039
628.8997	1328.0610
629.9548	1326.8961
630.6405	1325.4323
631.1268	1323.8157
631.5952	1322.2032
632.1622	1320.6854
632.7938	1319.2007
633.4349	1317.6660
634.0621	1316.0599
634.8260	1314.6975
635.9360	1314.0085
637.5488	1314.3225
639.5777	1315.5071
641.8655	1317.2969
644.2551	1319.4265
646.5896	1321.6309
648.7194	1323.6561
650.6155	1325.4343
652.3445	1327.0443
653.9758	1328.5696
655.5786	1330.0931
657.2130	1331.6912
658.8545	1333.3746
660.4340	1335.1204
661.8820	1336.9047
663.1290	1338.7037
664.1401	1340.3733
664.9788	1341.4240
665.7261	1341.3108
666.4413	1339.8900
667.1490	1337.6804
667.8700	1335.2631
668.6253	1333.2179
669.3990	1331.8351
670.0834	1330.6832
670.5573	1329.2217
670.8004	1327.1990
671.0432	1325.0835
671.5552	1323.4539
672.5941	1322.8694
674.1536	1323.4349
675.9603	1324.7964
677.7289	1326.5797
679.1851	1328.4175
680.2938	1330.1010
681.2546	1331.5765
682.2772	1332.7971
683.5403	1333.7256
684.9968	1334.3953
686.5007	1334.8705
687.9107	1335.2020
689.1513	1335.2760
690.1903	1334.8700
691.0161	1333.8855
691.6606	1332.5044
692.1636	1330.9479
692.6342	1329.5109
693.2855	1328.5974
694.3098	1328.5618
695.6525	1329.2506
697.1326	1330.2515
698.5890	1331.1869
700.0410	1332.0000
701.6003	1332.7986
703.3792	1333.6915
705.4346	1334.7296
707.6995	1335.8354
710.0900	1336.9141
712.5226	1337.8706
714.9135	1338.6102
717.2096	1339.0908
719.4308	1339.3961
721.6075	1339.6279
723.7703	1339.8882
725.9485	1340.2698
728.1584	1340.7577
730.4083	1341.2670
732.7057	1341.7114
735.0587	1342.0048
737.4715	1342.0846
739.9346	1341.9773
742.4354	1341.7295
744.9614	1341.3882
747.5000	1341.0000
