1685.0000	574.0000
1686.1825	574.9287
1687.5220	575.6636
1689.1754	576.0112
1691.2214	575.8512
1693.5033	575.2853
1695.8203	574.4570
1697.9714	573.5093
1699.7885	572.5681
1701.3313	571.6350
1702.7581	570.6588
1704.2256	569.5891
1705.8193	568.4174
1707.5250	567.1950
1709.3209	565.9774
1711.1862	564.8190
1713.1329	563.7473
1715.2095	562.7591
1717.4663	561.8496
1719.9542	561.0140
1722.6887	560.2446
1725.5394	559.5228
1728.3370	558.8268
1730.9122	558.1346
1733.0961	557.4246
1734.7748	556.6809
1736.1598	555.9238
1737.5801	555.1863
1739.3318	554.5012
1741.4109	553.9006
1743.6537	553.4160
1745.8945	553.0790
1747.9788	552.9183
1749.8893	552.9301
1751.7035	553.0875
1753.5007	553.3630
1755.2277	553.7496
1756.4283	554.3010
1756.5901	555.0807
1755.6713	556.1159
1754.1138	557.3954
1752.3784	558.9058
1750.7532	560.6021
1749.2781	562.3936
1747.9742	564.1863
1746.8629	565.8859
1746.0372	567.4125
1745.7839	568.7237
1746.4120	569.7858
1747.9349	570.6265
1750.0356	571.3424
1752.3799	572.0338
1754.6464	572.7954
1756.7218	573.6365
1758.6570	574.4989
1760.5073	575.3223
1762.3287	576.0502
1764.1864	576.6925
1766.1538	577.3179
1768.3048	577.9974
1770.7068	578.7978
1773.3156	579.7180
1775.9904	580.6985
1778.5874	581.6776
1780.9631	582.5938
1782.9818	583.3895
1784.6833	584.0918
1786.2786	584.8106
1787.9851	585.6589
1789.9539	586.7115
1792.0631	587.8853
1794.1210	589.0569
1795.9355	590.1031
1797.3551	590.9154
1798.5779	591.5162
1799.9844	591.9957
1801.8613	592.4177
1804.1035	592.7333
1806.5055	592.8649
1808.8612	592.7349
1810.9307	592.3152
1812.2103	591.9584
1812.0884	592.1850
1810.5258	593.1820
1808.2666	594.6791
1806.1116	596.3730
1804.8593	597.9607
1804.9023	599.2084
1805.7263	600.0367
1806.8230	600.4709
1808.1165	600.8156
1809.6198	601.4139
1811.3250	602.3348
1813.2090	603.4445
1815.2484	604.6047
1817.4159	605.6854
1819.6367	606.6566
1821.8042	607.5561
1823.8108	608.4234
1825.5508	609.2976
1827.0236	610.2021
1828.3888	611.1368
1829.8203	612.0991
1831.4392	613.0939
1833.2119	614.1467
1835.0763	615.2870
1836.9705	616.5444
1838.8274	617.9282
1840.5690	619.3979
1842.1151	620.9056
1843.3859	622.4030
1844.3385	623.8549
1845.0603	625.2700
1845.6666	626.6667
